PAS gene loc
human6721 GNL2 cds
human6722 GNL2 cds
chimp5920 CDCA8 cds
human6742 CDCA8 cds
human6743 CDCA8 cds
human6746 CDCA8 utr3
human6747 CDCA8 utr3
human6753 YRDC utr3
human6755 YRDC utr3
human6756 YRDC utr3
human6757 YRDC utr3
human6759 C1orf122 utr3
human6760 MTF1 utr3
human6762 MTF1 utr3
human6766 MTF1 utr3
human6776 MTF1 intron
human6780 MTF1 intron
human6781 MTF1 intron
human6784 MTF1 intron
human6789 INPP5B utr3
human6814 INPP5B intron
human6815 INPP5B intron
human6816 INPP5B intron
human6819 INPP5B intron
human6840 SF3A3 utr3
human6843 SF3A3 cds
human6844 SF3A3 intron
human6845 SF3A3 intron
human6854 FHL3 utr3
chimp6019 UTP11 cds
chimp6020 UTP11 cds
human6857 UTP11 cds
human6859 UTP11 cds
human6860 UTP11 utr3
human6894 RRAGC utr3
human6895 RRAGC utr3
human6896 RRAGC utr3
human6897 RRAGC utr3
chimp6050 RRAGC cds
human6899 RRAGC cds
human6902 RRAGC cds
human6909 MYCBP utr3
human6910 MYCBP utr3
human6912 MYCBP utr3
human6914 MYCBP utr3
human6931 AKIRIN1 intron
human6933 AKIRIN1 intron
human6937 AKIRIN1 utr3
human6938 AKIRIN1 utr3
human6945 NDUFS5 cds
human6949 NDUFS5 utr3
human7125 MACF1 end
human7142 KIAA0754 cds
human7144 KIAA0754 cds
chimp6290 KIAA0754 end
human7149 KIAA0754 end
human7155 MACF1 cds
chimp6297 MACF1 cds
human7156 MACF1 cds
human7208 MACF1 utr3
human7225 PABPC4 cds
human7226 PABPC4 cds
human7232 PABPC4 intron
human7235 PABPC4 utr5
human7239 PPIE cds
human7241 PPIE cds
human7242 PPIE cds
human7245 PPIE utr3
human7250 PPIE utr3
human7261 TRIT1 utr3
human7263 TRIT1 utr3
human7265 TRIT1 intron
chimp6413 TRIT1 utr3
human7268 TRIT1 intron
human7272 TRIT1 intron
human7284 MFSD2A cds
human7289 MFSD2A utr3
chimp6439 CAP1 utr5
human7302 CAP1 cds
human7303 CAP1 cds
human7304 CAP1 cds
human7306 CAP1 cds
human7323 CAP1 utr3
human7324 PPT1 utr3
human7352 RLF intron
human7405 RLF cds
human7406 RLF cds
human7413 RLF utr3
human7424 ZMPSTE24 intron
human7430 ZMPSTE24 cds
human7434 ZMPSTE24 utr3
human7435 ZMPSTE24 utr3
human7437 COL9A2 utr3
human7438 COL9A2 utr3
human7440 COL9A2 intron
chimp6590 COL9A2 utr5
chimp6619 SMAP2 cds
human7486 SMAP2 cds
human7487 SMAP2 cds
human7506 SMAP2 utr3
human7534 LOC105378672 intron
human7536 LOC105378672 intron
human7537 LOC105378672 intron
human7539 LOC105378672 intron
human7541 LOC105378672 utr3
human7550 LOC105378672 intron
human7551 LOC105378672 intron
human7553 EXO5 utr5
human7554 EXO5 utr5
human7555 EXO5 intron
human7556 EXO5 cds
human7557 EXO5 utr3
human7569 NFYC-AS1 end
chimp6685 NFYC-AS1 end
human7570 NFYC-AS1 end
human7571 NFYC-AS1 end
human7572 NFYC-AS1 utr3
human7574 NFYC-AS1 utr3
human7575 NFYC-AS1 utr3
human7582 NFYC intron
human7590 NFYC intron
human7591 NFYC intron
human7592 NFYC intron
human7601 NFYC cds
human7610 NFYC intron
human7622 NFYC utr3
human7623 NFYC utr3
human7630 CTPS1 utr5
human7634 CTPS1 cds
chimp6750 CTPS1 intron
human7649 CTPS1 cds
human7653 CTPS1 utr3
human7655 CTPS1 utr3
human7662 SCMH1 utr3
human7817 HIVEP3 end
human7837 HIVEP3 intron
human7999 FOXJ3 utr3
human8037 FOXJ3 intron
human8051 FOXJ3 intron
human8074 FOXJ3 intron
human8097 RIMKLA intron
human8098 RIMKLA intron
human8099 RIMKLA intron
human8100 RIMKLA intron
human8102 RIMKLA intron
human8107 RIMKLA utr3
chimp7021 RIMKLA utr3
human8115 PPCS intron
chimp7037 PPCS cds
human8120 PPCS utr3
human8160 PPIH end
human8161 PPIH end
human8163 PPIH utr3
human8169 PPIH end
human8176 YBX1 cds
human8179 YBX1 cds
human8180 YBX1 cds
human8181 YBX1 intron
human8186 YBX1 cds
human8189 YBX1 utr3
human8196 P3H1 utr3
human8198 P3H1 intron
human8202 P3H1 intron
human8203 P3H1 intron
human8208 P3H1 intron
human8215 C1orf50 intron
human8217 C1orf50 utr3
human8218 C1orf50 utr3
human8221 C1orf50 end
human8224 C1orf50 end
chimp7117 C1orf50 end
human8227 C1orf50 end
human8260 ZNF691 utr5
human8261 ZNF691 cds
human8263 ZNF691 utr3
human8264 ZNF691 utr3
human8265 ZNF691 end
human8270 SLC2A1 utr3
human8271 SLC2A1 utr3
human8279 SLC2A1 intron
chimp7159 EBNA1BP2 utr3
human8300 EBNA1BP2 utr3
human8301 EBNA1BP2 utr3
human8302 EBNA1BP2 cds
chimp7165 MIR6733 end
human8305 MIR6733 end
human8306 MIR6733 end
human8307 MIR6733 end
human8308 MIR6733 end
human8309 MIR6733 utr3
human8310 CFAP57 intron
human8316 CFAP57 end
human8321 CFAP57 cds
human8322 CFAP57 cds
human8330 CFAP57 end
human8349 CDC20 utr3
human8350 ELOVL1 utr3
human8364 MED8 utr3
human8365 MED8 utr3
human8366 MED8 cds
human8369 MED8 intron
human8370 MED8 intron
human8384 SZT2 intron
human8412 SZT2 utr3
human8416 SZT2 utr3
human8422 KDM4A utr5
human8430 KDM4A cds
human8455 KDM4A utr3
human8457 KDM4A utr3
human8491 ST3GAL3 intron
human8492 ST3GAL3 intron
chimp7379 ST3GAL3 intron
human8536 ST3GAL3 intron
human8576 ST3GAL3 utr3
human8585 IPO13 intron
human8586 IPO13 intron
human8588 IPO13 intron
human8589 IPO13 utr3
human8590 IPO13 utr3
human8591 DPH2 utr3
human8592 DPH2 utr3
human8597 ATP6V0B utr3
human8604 B4GALT2 utr3
human8618 DMAP1 intron
human8619 DMAP1 intron
human8624 DMAP1 utr3
human8626 ERI3 utr3
human8628 ERI3-IT1 intron
chimp7454 ERI3-IT1 intron
human8634 ERI3-IT1 intron
chimp7461 ERI3-IT1 intron
chimp7462 ERI3-IT1 intron
human8635 ERI3-IT1 intron
human8644 ERI3 intron
human8661 ERI3 intron
human8674 ERI3 intron
human8700 RNF220 end
human8708 RNF220 utr3
human8709 TMEM53 utr3
human8710 TMEM53 utr3
human8713 ARMH1 intron
human8714 ARMH1 intron
chimp7551 ARMH1 intron
human8721 ARMH1 intron
human8722 ARMH1 intron
human8735 ARMH1 utr3
human8739 KIF2C cds
human8741 KIF2C cds
human8742 KIF2C intron
human8746 KIF2C cds
human8750 KIF2C utr3
human8758 RPS8 cds
human8765 RPS8 utr3
human8766 RPS8 utr3
human8776 PLK3 utr3
human8777 BTBD19 intron
human8778 BTBD19 end
human8788 EIF2B3 utr3
human8798 EIF2B3 end
human8799 EIF2B3 end
human8811 EIF2B3 intron
chimp7634 EIF2B3 intron
human8826 EIF2B3 utr5
chimp7645 HECTD3 utr3
human8827 HECTD3 utr3
chimp7647 HECTD3 utr3
human8828 HECTD3 cds
human8829 HECTD3 intron
human8834 UROD utr3
human8851 MUTYH utr3
human8853 MUTYH utr5
human8855 TOE1 utr5
human8857 TOE1 cds
human8858 TOE1 cds
human8859 TOE1 utr3
human8860 TESK2 utr3
human8865 TESK2 intron
chimp7676 TESK2 intron
human8879 TESK2 cds
human8886 TESK2 intron
human8887 TESK2 utr5
human8898 PRDX1 utr3
human8925 AKR1A1 utr3
human8936 NASP cds
human8937 NASP cds
human8940 NASP cds
human8942 NASP cds
human8943 NASP cds
human8948 NASP cds
chimp7742 NASP cds
human8951 NASP cds
human8953 NASP cds
human8955 NASP utr3
chimp7748 GPBP1L1 utr3
human8959 GPBP1L1 utr3
human8996 GPBP1L1 utr3
human9018 TMEM69 intron
human9019 TMEM69 cds
human9027 TMEM69 utr3
human9028 TMEM69 utr3
chimp7807 TMEM69 utr3
human9029 TMEM69 end
human9030 IPP end
human9031 IPP end
human9036 IPP utr3
human9037 IPP utr3
human9039 IPP utr3
human9040 IPP utr3
human9041 IPP intron
human9042 MAST2 intron
human9079 MAST2 intron
human9089 MAST2 utr3
human9093 PIK3R3 utr3
human9104 PIK3R3 utr3
human9136 PIK3R3 intron
human9137 PIK3R3 intron
human9155 POMGNT1 utr3
human9156 POMGNT1 intron
chimp7902 POMGNT1 intron
human9159 RAD54L intron
human9160 RAD54L intron
human9163 RAD54L cds
human9165 RAD54L intron
human9166 RAD54L intron
human9176 RAD54L utr3
human9177 LRRC41 utr3
human9180 RAD54L end
chimp7932 RAD54L end
human9200 LRRC41 intron
chimp7946 LRRC41 intron
human9206 LRRC41 intron
human9208 UQCRH cds
human9225 UQCRH utr3
chimp7973 NSUN4 cds
human9252 NSUN4 intron
human9257 NSUN4 utr3
human9262 NSUN4 utr3
chimp7984 NSUN4 utr3
human9264 NSUN4 end
human9266 NSUN4 end
human9267 NSUN4 end
human9276 MKNK1 utr3
human9284 MKNK1 utr3
chimp8008 MKNK1 utr3
human9288 MKNK1 utr3
human9291 MKNK1 utr3
human9296 MOB3C utr3
human9297 MOB3C utr3
human9302 ATPAF1 end
human9305 ATPAF1 utr3
human9317 ATPAF1 intron
human9338 EFCAB14 utr3
human9339 EFCAB14 utr3
human9349 EFCAB14 cds
human9356 EFCAB14 intron
human9370 EFCAB14 intron
human9371 EFCAB14 cds
human9388 STIL utr3
chimp8136 STIL utr3
human9397 STIL intron
human9398 STIL intron
human9419 CMPK1 cds
human9424 CMPK1 cds
human9425 CMPK1 cds
human9429 CMPK1 utr3
human9465 FAF1 utr3
human9530 FAF1 cds
human9695 LOC112268262 utr3
chimp8363 LOC112268262 intron
human9708 LOC112268262 intron
human9714 CDKN2C utr5
human9715 CDKN2C cds
chimp8376 CDKN2C utr3
human9719 CDKN2C utr3
chimp8377 CDKN2C utr3
chimp8414 RNF11 intron
human9770 RNF11 intron
human9773 RNF11 cds
human9777 RNF11 utr3
chimp8424 RNF11 utr3
human9797 EPS15 utr3
human9799 EPS15 utr3
chimp8475 EPS15 cds
human9853 EPS15 intron
human9864 EPS15 cds
chimp8559 LOC105378720 intron
human9923 LOC105378720 intron
human9934 LOC105378720 intron
human9935 LOC105378720 intron
human9936 LOC105378720 intron
human9937 LOC105378720 intron
human9939 LOC105378720 intron
chimp8577 LOC105378720 intron
human9940 LOC105378720 intron
human9948 LOC105378720 intron
human10011 OSBPL9 cds
human10047 OSBPL9 cds
human10049 OSBPL9 cds
human10050 OSBPL9 cds
human10051 OSBPL9 utr3
human10052 OSBPL9 utr3
human10053 NRDC utr3
human10095 NRDC cds
chimp8740 NRDC cds
human10126 TXNDC12 utr3
human10127 TXNDC12 utr3
human10132 TXNDC12 end
human10135 TXNDC12 utr3
human10137 TXNDC12 intron
human10138 TXNDC12 intron
human10153 BTF3L4 intron
human10159 BTF3L4 intron
human10161 BTF3L4 utr3
human10162 BTF3L4 utr3
human10205 CC2D1B end
human10209 CC2D1B end
human10210 CC2D1B end
human10215 CC2D1B utr3
human10222 CC2D1B utr5
human10230 ORC1 utr3
human10231 ORC1 utr3
human10233 ORC1 intron
human10235 ORC1 intron
human10237 ORC1 cds
human10239 ORC1 intron
human10240 ORC1 intron
human10254 PRPF38A utr3
human10255 PRPF38A utr3
human10275 ZCCHC11 utr3
human10287 ZCCHC11 utr3
human10306 ZCCHC11 utr3
human10344 ZCCHC11 utr3
human10355 ZCCHC11 intron
human10381 ZYG11B intron
chimp8916 ZYG11B intron
human10388 ZYG11B intron
human10392 ZYG11B intron
human10397 ZYG11B utr3
human10402 ZYG11B utr3
human10419 ECHDC2 utr3
human10426 ECHDC2 utr3
human10433 ECHDC2 utr5
human10434 ECHDC2 utr5
human10443 SCP2 cds
human10460 SCP2 cds
human10462 SCP2 intron
human10466 SCP2 intron
human10471 SCP2 utr3
human10472 SCP2 utr3
human10481 CPT2 intron
human10485 CPT2 utr3
human10484 C1orf123 utr3
human10486 C1orf123 utr3
human10487 C1orf123 end
human10488 C1orf123 utr3
human10489 MAGOH utr3
human10497 MAGOH cds
chimp9004 MAGOH cds
human10499 MAGOH intron
human10503 LRP8 end
human10505 LRP8 utr3
human10512 LRP8 utr3
human10581 NDC1 utr3
human10585 NDC1 utr3
human10598 NDC1 intron
human10620 NDC1 intron
human10621 NDC1 cds
human10622 YIPF1 utr3
human10623 YIPF1 utr3
human10635 HSPB11 end
human10636 HSPB11 end
human10641 HSPB11 utr3
human10647 HSPB11 utr3
chimp9120 HSPB11 intron
human10665 HSPB11 utr3
human10667 LRRC42 intron
human10668 LRRC42 intron
human10681 LRRC42 utr3
human10684 TMEM59 utr3
human10685 TMEM59 utr3
human10689 TMEM59 end
human10699 TCEANC2 intron
human10700 TCEANC2 cds
human10715 TCEANC2 utr3
chimp9174 TCEANC2 utr3
human10718 TCEANC2 utr3
human10721 TCEANC2 utr3
human10723 TCEANC2 utr3
chimp9191 CYB5RL end
human10730 CYB5RL end
chimp9193 CYB5RL end
human10732 CYB5RL utr3
human10736 CYB5RL utr3
human10737 CYB5RL end
chimp9200 CYB5RL utr3
human10744 MRPL37 utr3
human10751 SSBP3 utr3
human10754 SSBP3 utr3
human10807 TTC4 cds
human10808 TTC4 cds
human10809 TTC4 cds
human10810 TTC4 cds
human10817 TTC4 intron
human10821 TTC4 cds
human10826 TTC4 utr3
human10840 DHCR24 utr3
human10860 DHCR24 cds
human10875 USP24 utr3
human10880 USP24 utr3
human10939 USP24 utr3
human11081 OMA1 utr3
human11085 OMA1 intron
human11092 OMA1 intron
human11105 OMA1 cds
chimp9457 OMA1 cds
chimp9458 OMA1 intron
human11107 OMA1 cds
human11110 OMA1 intron
chimp9467 OMA1 utr5
human11130 MYSM1 utr3
human11147 MYSM1 utr3
human11153 MYSM1 utr3
human11161 JUN utr3
human11162 JUN utr3
human11167 LINC01135 intron
chimp9523 LINC01135 intron
human11170 LINC01135 intron
human11172 LINC01135 intron
human11176 LINC01135 intron
human11177 LINC01135 intron
human11192 LINC01135 intron
human11196 LINC01135 intron
human11218 LINC01358 intron
chimp9578 LINC01358 intron
human11226 LINC01358 intron
human11227 LINC01358 intron
human11234 LINC01358 intron
human11238 LINC01358 intron
human11239 LINC01358 intron
human11244 LINC01358 intron
human11317 FGGY intron
human11352 FGGY utr3
human11365 TM2D1 utr3
human11379 TM2D1 intron
human11391 TM2D1 utr3
human11394 PATJ cds
human11398 PATJ cds
human11410 PATJ intron
human11424 PATJ cds
human11426 PATJ intron
human11474 USP1 cds
human11481 USP1 cds
human11482 USP1 cds
human11484 USP1 utr3
human11487 DOCK7 utr3
human11516 DOCK7 cds
human11520 DOCK7 intron
human11525 DOCK7 intron
human11530 DOCK7 cds
human11554 ATG4C intron
human11565 ATG4C intron
human11569 ATG4C intron
chimp10001 ATG4C intron
human11576 ATG4C utr3
human11577 ATG4C utr3
human11578 ATG4C utr3
human11579 ATG4C utr3
human11580 ATG4C end
human11588 ALG6 intron
human11593 ALG6 intron
human11602 ALG6 intron
human11603 ALG6 intron
chimp10036 ALG6 intron
human11611 ALG6 utr3
human11614 ITGB3BP utr3
human11652 ITGB3BP utr3
human11667 ITGB3BP intron
human11668 EFCAB7 intron
human11671 EFCAB7 intron
human11672 EFCAB7 intron
human11677 EFCAB7 end
human11680 EFCAB7 intron
human11683 EFCAB7 utr3
human11684 EFCAB7 end
human11685 EFCAB7 end
human11686 EFCAB7 end
chimp10108 EFCAB7 utr3
human11707 PGM1 intron
human11708 PGM1 intron
human11717 PGM1 intron
human11720 PGM1 intron
human11735 PGM1 utr3
human11751 JAK1 utr3
human11757 JAK1 cds
human11761 JAK1 cds
human11765 JAK1 cds
human11766 JAK1 cds
human11770 JAK1 cds
human11780 JAK1 intron
human11820 AK4 intron
human11838 AK4 intron
human11840 AK4 intron
chimp10254 AK4 utr3
human11841 AK4 utr3
chimp10257 AK4 utr3
human11847 AK4 utr3
human11879 LEPROT intron
human11880 LEPROT intron
human11883 LEPROT end
human11889 LEPROT utr3
human11890 LEPROT utr3
human11896 LEPR intron
human11900 LEPR intron
human11906 LEPR intron
chimp10321 LEPR intron
chimp10322 LEPR intron
human11912 LEPR intron
human11914 LEPR intron
chimp10327 LEPR intron
human11922 LEPR utr3
human12014 PDE4B intron
human12019 PDE4B cds
human12031 PDE4B utr3
human12078 MIER1 intron
human12081 MIER1 cds
human12088 MIER1 cds
human12090 MIER1 cds
human12091 MIER1 cds
human12095 MIER1 cds
human12109 MIER1 cds
human12127 SLC35D1 utr3
human12141 SLC35D1 intron
human12144 SLC35D1 intron
human12159 SLC35D1 intron
human12162 SLC35D1 utr3
chimp10624 SLC35D1 utr3
human12188 IL12RB2 intron
human12189 IL12RB2 intron
human12197 IL12RB2 cds
human12202 IL12RB2 intron
chimp10696 IL12RB2 intron
human12203 IL12RB2 intron
human12235 IL12RB2 utr3
human12240 IL12RB2 end
human12262 SERBP1 utr3
human12267 SERBP1 utr3
human12279 SERBP1 cds
chimp10775 SERBP1 cds
human12283 SERBP1 cds
human12288 SERBP1 cds
human12289 SERBP1 cds
human12293 GADD45A utr3
human12294 GADD45A utr3
human12308 DEPDC1 utr3
human12311 DEPDC1 utr3
chimp10890 DEPDC1 intron
chimp10896 DEPDC1 cds
human12322 DEPDC1 cds
human12330 LINC01707 intron
human12332 LINC01707 intron
chimp10968 LINC01707 intron
human12335 LINC01707 intron
human12337 LINC01707 intron
human12340 LINC01707 intron
human12365 LRRC40 utr3
chimp11186 LRRC40 intron
human12382 LRRC40 cds
human12387 LRRC40 intron
human12390 LRRC40 cds
chimp11200 LRRC40 cds
human12425 SRSF11 cds
human12430 SRSF11 cds
human12440 SRSF11 cds
human12441 SRSF11 cds
chimp11248 SRSF11 cds
chimp11250 SRSF11 cds
human12448 SRSF11 utr3
human12452 ANKRD13C utr3
human12454 ANKRD13C utr3
human12457 ANKRD13C utr3
human12461 ANKRD13C intron
human12472 ANKRD13C utr3
human12473 ANKRD13C utr3
human12482 ANKRD13C intron
human12483 ANKRD13C intron
human12491 ANKRD13C intron
human12528 ZRANB2 utr3
human12547 ZRANB2 cds
human12550 ZRANB2 cds
human12551 ZRANB2 cds
human12554 ZRANB2 cds
human12555 LOC105378795 end
human12556 LOC105378795 end
human12558 ZRANB2-AS2 utr5
chimp11355 ZRANB2-AS2 intron
human12566 ZRANB2-AS2 intron
human12570 ZRANB2-AS2 intron
human12571 ZRANB2-AS2 intron
human12577 ZRANB2-AS2 intron
human12581 ZRANB2-AS2 intron
human12582 ZRANB2-AS2 intron
chimp11386 FPGT-TNNI3K intron
human12626 FPGT-TNNI3K cds
human12627 FPGT-TNNI3K intron
human12638 FPGT-TNNI3K intron
human12639 FPGT-TNNI3K intron
human12643 FPGT-TNNI3K intron
human12680 CRYZ end
human12683 CRYZ utr3
human12684 CRYZ utr3
human12690 CRYZ cds
human12705 CRYZ intron
human12709 TYW3 intron
human12717 TYW3 intron
human12728 TYW3 cds
human12741 TYW3 utr3
chimp11452 TYW3 utr3
human12759 ACADM cds
human12795 ACADM utr3
human12796 ACADM utr3
human12802 RABGGTB intron
human12806 RABGGTB intron
human12818 RABGGTB cds
human12821 RABGGTB utr3
human12885 PIGK utr3
chimp11552 PIGK utr3
human12886 PIGK utr3
human12887 PIGK utr3
human12888 PIGK utr3
chimp11555 PIGK utr3
human12889 PIGK utr3
human12897 PIGK intron
chimp11584 ZZZ3 utr3
human12917 ZZZ3 utr3
human12929 ZZZ3 intron
human12944 ZZZ3 utr3
human12945 ZZZ3 utr3
human12967 ZZZ3 intron
chimp11632 ZZZ3 intron
human12982 USP33 utr3
chimp11653 USP33 intron
human12994 USP33 end
chimp11664 USP33 utr3
human13041 MIGA1 intron
human13048 MIGA1 intron
chimp11703 MIGA1 intron
human13051 MIGA1 intron
human13053 MIGA1 intron
human13065 MIGA1 utr3
human13066 MIGA1 utr3
human13071 MIGA1 utr3
human13090 FUBP1 utr3
human13099 FUBP1 utr3
human13119 FUBP1 intron
human13126 FUBP1 utr3
human13128 FUBP1 utr3
human13129 FUBP1 utr3
human13142 DNAJB4 utr5
human13144 DNAJB4 intron
human13145 DNAJB4 intron
human13146 DNAJB4 intron
human13152 DNAJB4 utr5
human13153 DNAJB4 utr5
human13154 DNAJB4 intron
human13156 DNAJB4 cds
human13157 DNAJB4 cds
human13162 DNAJB4 utr3
human13216 IFI44L utr3
chimp11813 IFI44L utr3
human13217 IFI44L utr3
human13222 IFI44L utr3
human13223 IFI44L utr3
human13225 IFI44L utr3
human13236 IFI44L end
human13252 IFI44 end
human13254 IFI44 end
human13255 IFI44 end
human13256 IFI44 utr3
human13257 IFI44 utr3
human13364 TTLL7 utr3
human13372 TTLL7 intron
human13374 TTLL7 utr3
human13382 TTLL7 intron
human13383 TTLL7 utr3
chimp11895 TTLL7 utr5
human13385 TTLL7 utr3
human13398 PRKACB intron
human13400 PRKACB intron
chimp11923 PRKACB intron
human13405 PRKACB intron
human13429 PRKACB cds
chimp11955 PRKACB cds
human13434 PRKACB cds
human13438 PRKACB utr3
human13443 RPF1 cds
human13445 RPF1 intron
human13446 RPF1 intron
human13452 RPF1 utr3
human13453 GNG5 utr3
chimp12004 SPATA1 utr5
human13456 SPATA1 intron
human13457 SPATA1 intron
human13483 CTBS end
human13484 CTBS utr3
human13488 CTBS utr3
human13489 CTBS utr3
human13497 CTBS intron
human13519 SSX2IP utr3
human13526 SSX2IP utr3
human13527 SSX2IP utr3
human13528 SSX2IP intron
human13532 SSX2IP intron
human13538 MCOLN2 utr3
human13546 MCOLN2 utr3
human13552 MCOLN2 utr3
human13561 MCOLN2 utr3
human13708 C1orf52 utr3
human13712 C1orf52 utr3
human13713 C1orf52 utr3
human13714 C1orf52 utr3
human13717 C1orf52 utr3
human13718 C1orf52 utr3
human13719 C1orf52 utr3
human13723 BCL10 utr3
human13724 BCL10 utr3
human13727 BCL10 intron
chimp12214 BCL10 intron
human13730 BCL10 intron
human13731 BCL10 intron
human13783 ZNHIT6 utr3
human13784 ZNHIT6 utr3
human13799 ZNHIT6 intron
human13802 ZNHIT6 intron
human13820 ZNHIT6 utr3
human13861 COL24A1 intron
human13863 COL24A1 intron
human13871 COL24A1 utr3
human13889 COL24A1 intron
human13900 COL24A1 utr3
human13914 COL24A1 utr3
chimp12345 COL24A1 intron
human13922 ODF2L utr3
human13926 ODF2L utr3
human13927 ODF2L utr3
human13928 ODF2L utr3
human13944 ODF2L utr3
human13949 ODF2L utr3
human13955 ODF2L utr3
human13956 ODF2L utr3
human13966 SH3GLB1 intron
human13970 SH3GLB1 cds
human13972 SH3GLB1 cds
human13984 SH3GLB1 intron
human13987 SH3GLB1 intron
human13989 SH3GLB1 utr3
human13990 SH3GLB1 utr3
human14009 SELENOF utr3
human14022 SELENOF intron
human14026 SELENOF intron
human14028 SELENOF intron
human14029 SELENOF utr3
human14030 SELENOF intron
human14040 HS2ST1 intron
human14056 HS2ST1 intron
human14136 HS2ST1 utr3
human14141 HS2ST1 utr3
human14144 HS2ST1 utr3
human14150 LMO4 intron
human14151 LMO4 intron
human14152 LMO4 utr5
human14153 LMO4 intron
human14155 LMO4 intron
human14158 LMO4 intron
human14159 LMO4 intron
human14162 LMO4 utr3
human14163 LMO4 utr3
human14166 LMO4 utr3
human14213 PKN2 cds
human14235 PKN2 cds
human14282 GTF2B utr3
human14284 GTF2B intron
human14286 GTF2B utr3
human14287 GTF2B intron
human14288 GTF2B utr3
human14289 GTF2B utr3
human14290 GTF2B intron
human14298 KYAT3 utr3
human14299 KYAT3 utr3
human14305 KYAT3 utr3
human14317 KYAT3 utr3
human14320 KYAT3 intron
human14321 KYAT3 intron
human14324 KYAT3 intron
human14336 RBMXL1 utr3
human14341 RBMXL1 utr3
human14342 RBMXL1 utr3
chimp12635 RBMXL1 utr3
human14344 RBMXL1 utr3
chimp12642 RBMXL1 intron
human14350 RBMXL1 intron
human14357 GBP3 utr3
human14358 GBP3 utr3
human14359 GBP3 utr3
human14361 GBP3 utr3
chimp12660 GBP3 utr3
human14362 GBP3 intron
human14364 GBP3 cds
human14372 GBP1 utr3
human14374 GBP1 cds
human14375 GBP1 cds
human14376 GBP1 cds
human14377 GBP1 cds
chimp12681 GBP1 cds
human14390 GBP2 utr3
human14391 GBP2 cds
chimp12697 GBP2 cds
human14392 GBP2 cds
human14401 GBP2 cds
human14405 GBP2 intron
human14412 GBP2 utr5
human14413 GBP4 utr3
human14414 GBP4 utr3
human14416 GBP4 utr3
human14417 GBP4 cds
human14418 GBP4 cds
human14420 GBP4 cds
human14421 GBP4 intron
human14426 GBP5 end
human14430 GBP5 utr3
chimp12749 GBP5 utr3
human14432 GBP5 utr3
human14434 GBP5 cds
human14435 GBP5 cds
human14436 GBP5 cds
human14437 GBP5 cds
human14447 LRRC8B intron
human14448 LRRC8B intron
human14451 LRRC8B intron
human14453 LRRC8B intron
human14455 LRRC8B utr5
human14456 LRRC8B utr5
human14469 LRRC8B utr3
human14470 LRRC8B utr3
human14471 LRRC8B utr3
human14474 LRRC8B utr3
human14480 LRRC8C intron
human14487 LRRC8C intron
human14494 LRRC8C intron
human14497 LRRC8C intron
human14501 LRRC8C intron
human14505 LRRC8C utr3
human14507 LRRC8C utr3
human14514 LRRC8D intron
human14524 LRRC8D intron
human14531 LRRC8D intron
human14532 LRRC8D intron
human14533 LRRC8D intron
human14565 LRRC8D utr3
human14577 ZNF326 end
human14588 ZNF326 cds
human14589 ZNF326 cds
human14592 ZNF326 cds
human14593 ZNF326 utr3
human14594 ZNF326 utr3
human14595 ZNF326 utr3
human14621 ZNF644 utr3
human14658 ZNF644 intron
human14666 ZNF644 intron
human14668 ZNF644 intron
human14669 ZNF644 intron
